dba_name,community_areas,census_tracts,no_of_violations,crime_count
kingsbury street cafe,37.0,108.0,8.0,30.166666666666668
kingston jerk chicken,71.0,629.0,4.0,3.5
kingston mines,68.0,769.0,3.8,11.8
kinmont,37.0,652.0,5.0,23.666666666666668
kinnaree,68.0,770.0,5.333333333333333,7.0
kinzie hotel,37.0,669.0,6.8,29.8
kinzie st. chop house,37.0,652.0,6.0,26.428571428571427
kirkwood bar grill,57.0,680.0,2.8333333333333335,19.166666666666668
kit kat lounge and restaurant,57.0,727.0,4.285714285714286,16.571428571428573
kitabee snack shop,26.0,674.0,1.0,52.0
kitchen 17,57.0,682.0,7.0,8.0
kitchen 17 llc,57.0,682.0,3.3333333333333335,18.333333333333332
kitchen sink,76.0,160.0,5.0,8.75
kitchenette corporation,57.0,724.0,7.5,15.833333333333334
kite string cantina,46.0,645.0,9.0,3.0
kitsch'n on roscoe,46.0,647.0,5.333333333333333,4.0
kitsune,46.0,623.0,4.5,7.0
"kitty ohea chicago, llc",38.0,368.0,1.5714285714285714,23.0
kizin creole restaurant,20.0,341.0,8.8,8.8
kizuki ramen and izakaya,25.0,481.0,4.0,20.0
klay oven kitchen,29.0,784.0,1.875,20.125
klein bakery cafe,31.0,577.0,16.0,5.0
kmart #3371,22.0,138.0,6.5,6.0
kmart #3594,61.0,776.0,7.0,5.0
kmart #4729,25.0,482.0,5.0,27.0
knead,25.0,517.0,4.0,30.0
knife tine,68.0,210.0,8.6,13.6
knockbox  cafe,25.0,543.0,6.0,17.0
koda,71.0,553.0,2.0,3.0
kohan japanese restaurant,29.0,97.0,4.375,24.25
koko mediterranean grill,25.0,518.0,5.2,16.4
kome,34.0,374.0,13.0,6.0
komorebi,25.0,481.0,0.0,33.0
konak restaurant,31.0,610.0,4.333333333333333,8.666666666666666
kookaburra play cafe,68.0,210.0,0.5,10.0
kopa kavana klub,32.0,261.0,5.0,13.0
"kopi, a traveler cafe",76.0,540.0,7.0,6.375
korean bbq house,13.0,167.0,3.75,2.5
korfusion,37.0,108.0,10.0,40.0
korner shrimp house,53.0,588.0,3.0,8.25
korona lounge inc,54.0,697.0,2.0,3.6666666666666665
kouks vintage cafe,36.0,656.0,3.0,5.0
koulou inc.,8.0,499.0,6.0,4.0
kowloon  restaurant,17.0,392.0,6.5,5.5
kramers health foods,38.0,367.0,4.25,24.25
krispy krunchy chicken,20.0,43.0,4.666666666666667,8.833333333333334
krispy popcorn gourmet,16.0,56.0,3.0,8.0
krispy seafood chicken,69.0,243.0,6.0,2.0
kristoffer cafe and bakery,33.0,249.0,5.5,4.75
"kristoffer cafe bakery, inc.",33.0,249.0,3.5,6.0
kroll south loop,34.0,374.0,3.4,5.4
krungthep thai cuisine,57.0,730.0,2.0,24.0
kudos,20.0,65.0,8.0,5.0
kulan restaurant,76.0,537.0,6.6,8.0
kuma corner,23.166666666666668,364.6666666666667,7.0,12.5
kumas too,57.0,684.0,5.8,12.2
kung fu tea,31.0,634.0,4.0,9.5
kungfu tea,35.0,3.0,2.0,2.0
kurah,34.0,374.0,7.25,6.25
kusanya inc,66.0,410.0,2.0,21.2
kwei lin carry-out,48.0,252.0,4.142857142857143,3.857142857142857
kylin,35.0,3.0,2.7142857142857144,4.0
kyoto sushi restaurant,68.0,769.0,5.0,14.0
kyu sushi chicago,25.0,484.0,8.0,22.0
kyus,25.0,484.0,7.0,29.0
l a submarine,40.0,141.0,5.0,27.0
l c pho restaurant,6.0,666.0,7.2,5.4
l e vienna,26.0,672.0,4.0,47.0
l g family restaurant inc,48.0,527.0,5.714285714285714,4.571428571428571
l g restaurant,39.0,245.0,7.5,26.25
l m grill inc.,53.0,605.0,3.5,5.0
l m redhots,53.0,605.0,2.3333333333333335,4.666666666666667
l m starlight restaurant inc,69.0,199.0,5.285714285714286,6.285714285714286
l patron,23.0,548.0,3.0,18.0
l t china fast wok inc.,23.0,322.0,7.0,14.333333333333334
l' patron,23.0,311.0,7.0,12.0
l'appetito,37.0,233.0,5.5,27.75
l'appetito imp italian fds inc,37.0,626.0,4.285714285714286,28.857142857142858
l.20,68.0,207.0,4.5,12.5
l.c. quick bites,71.0,661.0,2.0,3.5
"l.d. restaurant, inc",6.0,666.0,3.5,1.5
l26,1.0,377.0,2.6666666666666665,4.666666666666667
la  boulangerie,23.0,549.0,3.0,14.0
la  michoacana,33.0,126.0,4.833333333333333,7.0
la antigua hacienda,30.0,125.0,12.5,31.0
la autentica michoacana neveria y paleteria llc.,19.0,304.0,4.0,15.0
la azteca paleteria,32.0,201.0,5.4,14.4
la baguette,32.0,124.0,10.375,14.125
la baguette bakery,59.0,123.0,6.285714285714286,14.571428571428571
"la bahia de acapulco, inc.",59.0,738.0,4.666666666666667,12.5
la bahia inc.,55.0,640.0,11.0,8.0
la bamba,38.0,367.0,1.0,26.0
"la bamba chicago , inc",38.0,92.0,2.0,19.5
la bamba mexican rest,68.0,794.0,2.0,15.0
la barca,59.0,739.0,6.571428571428571,11.428571428571429
la barca el taconazo,39.6,298.2,13.0,18.2
la bella cafe internet,10.0,242.0,3.0,10.0
la biznaga,16.0,329.0,3.3333333333333335,11.333333333333334
la bomba,23.0,387.0,11.0,19.0
la bomba restaurant,23.0,387.0,12.0,10.5
la botana,19.0,81.0,8.0,8.0
la boulangerie,57.0,681.0,5.0,15.0
"la brasa roja, inc.",16.0,214.0,6.666666666666667,9.333333333333334
la bruquena restaurant lounge,25.0,543.0,4.6,20.2
la cabana,17.0,443.0,4.0,11.0
la cabana de don luis,6.0,28.0,8.0,10.0
la cabana de don luis #1,6.0,28.0,4.4,6.8
la cabana de don luis #2,14.0,24.0,4.5,6.166666666666667
la cabana de don luis #3,21.0,439.0,4.0,4.666666666666667
la cabana grill,24.0,286.0,0.0,26.0
la caffe ltd,17.0,458.0,3.0,5.5
la cantina grill,34.0,374.0,5.333333333333333,5.166666666666667
la casa de samuel rest.,32.0,203.0,7.285714285714286,12.0
la casa del pueblo,33.0,365.0,9.0,6.0
la catedral cafe,6.0,621.0,8.333333333333334,4.333333333333333
la catedral cafe restaurant,32.0,291.0,4.0,11.0
la catrina cafe,33.0,228.0,4.0,6.0
la cazuela restaurant,10.0,49.0,3.25,8.5
"la cebollita grill #2, inc.",33.0,270.0,4.222222222222222,6.555555555555555
la cebollita restaurant,54.0,697.0,4.5,2.5
la cecina # 1,59.0,706.0,7.4,10.8
la cecina 4,33.0,270.0,4.666666666666667,5.0
la cecina restaurant,59.0,706.0,5.0,11.0
la cemita,24.0,454.0,6.0,35.0
la central bakery,61.0,776.0,6.0,6.0
la chaparrita,55.0,85.0,4.0,2.0
la chaparrita de chicago #2,64.0,183.0,5.4,16.8
la chaparrita inc/tamales emma la chaparrita,32.0,261.0,15.5,14.5
la chapparita grocery,32.0,261.0,4.666666666666667,12.5
la chilangueada,19.0,306.0,11.6,16.8
"la chiquita bakery, inc.",64.0,293.0,4.5,19.5
la choza mexican grill,10.0,49.0,5.5,11.875
la ciudad mexican cafe,31.0,20.0,6.166666666666667,10.833333333333334
la cocina,26.545454545454547,373.1818181818182,5.363636363636363,8.454545454545455
la cocina de alicia,19.0,306.0,6.5,17.0
la cocina de dona chuy inc.,33.0,126.0,9.5,11.0
"la cocina mexican grill, llc",38.0,92.0,5.538461538461538,25.923076923076923
la cocina restaurant bar,38.0,92.0,2.1666666666666665,27.0
la colombe,27.666666666666668,202.33333333333334,3.4444444444444446,22.22222222222222
la colombe torrefaction,31.0,610.0,2.5,10.0
"la colombe torrefaction,inc.",68.0,744.0,6.5,12.5
la concha,55.0,639.0,4.0,8.333333333333334
la concordia,14.0,119.0,3.5,8.0
la condesa,25.0,484.0,9.142857142857142,19.571428571428573
la costa,19.0,303.0,5.8,12.6
la costena ice cream shop corp.,61.0,778.0,3.0,7.0
la crosta woodfire pizzeria italiana,68.0,798.0,7.0,12.5
la cuchara,29.0,91.0,3.0,23.0
la delicia michoacana,54.0,697.0,1.0,4.0
la diosa,68.0,745.0,3.3333333333333335,11.666666666666666
la encantada restaurant,24.0,455.0,2.0,18.75
la esperanza del manana,61.0,777.0,3.0,3.6666666666666665
la esperanza restaurant,33.0,365.0,5.0,10.0
la esquinita,16.0,23.0,4.0,9.0
la esquinita catracha,19.0,304.0,1.6666666666666667,13.333333333333334
la esquinita del sabor,49.0,602.0,5.0,3.0
la fiesta,55.0,156.0,5.5,7.25
la fiesta bakery,63.0,6.0,5.166666666666667,4.666666666666667
la fiesta restaurant,73.0,264.0,6.0,2.8
la flor de acapulco inc,19.0,77.0,5.857142857142857,15.285714285714286
la flor de mexico restarant,33.0,204.0,3.8333333333333335,9.166666666666666
la flor de michoacan paleteria y neveria,32.0,205.0,3.0,10.0
la fogata,64.0,293.0,3.0,18.6
la fogata e. l.,16.0,362.0,3.0,10.0
la fogata nueva restaurant,14.0,118.0,6.0,5.142857142857143
la fonda chiquita,19.0,82.0,3.0,15.333333333333334
la fonda latino grill,76.0,540.0,4.571428571428571,7.857142857142857
la fondita alegre,19.0,82.0,5.0,14.0
la fontanella,33.0,204.0,5.166666666666667,7.5
la fournette,37.0,290.0,4.875,26.5
la france bakery,61.0,777.0,4.2,8.4
la fuenta restaurante #2,61.0,764.0,3.6,6.6
la fuente,60.0,774.0,3.3333333333333335,3.5
la fuente banquet hall,61.0,763.0,4.75,8.75
la fuente restaurante #3,55.0,156.0,8.0,5.0
la gondola,57.0,711.0,4.4,17.6
la gondola cucina italiana,57.0,741.0,10.0,22.0
la gozadera,20.0,31.0,8.0,11.0
la grande viie,37.0,233.0,2.0,37.0
la guera restaurant inc.,21.0,135.0,23.0,3.0
la guerrerense cocina mexicana,19.0,305.0,9.0,16.0
la haciendita taqueria inc,55.0,640.0,5.5,6.833333333333333
"la haciendita taqueria kedzie, inc.",61.0,777.0,7.4,5.8
la havana cafe,25.0,542.0,11.0,16.5
la humita,16.0,329.0,7.571428571428571,8.571428571428571
la iguanita restaurant,55.0,639.0,6.166666666666667,9.166666666666666
la isla pequena,24.0,286.0,7.0,35.0
la isla pequena restaurant,24.0,286.0,10.0,21.0
la jaiba,63.0,339.0,8.0,4.0
la josie,29.0,784.0,26.0,22.0
la kebrada,33.0,343.0,7.833333333333333,5.5
la korita,19.0,304.0,2.5,10.0
la lena,24.0,391.0,7.666666666666667,24.0
la llamarada restaurant,20.0,268.0,6.0,11.0
la luce,29.0,63.0,8.25,30.5
la manzana ice cream candy shop,32.0,194.0,6.0,14.0
la marguarita authentic mexican food,15.0,259.0,7.0,12.0
la mariposa michoacana,76.0,538.0,2.0,4.5
la marquesa,23.0,374.0,5.6,17.6
la michoacana,55.0,640.0,4.333333333333333,6.5
la michoacana de martha llc,55.0,156.0,3.0,5.0
la michoacana de martha llc.,54.0,591.0,4.25,3.25
la michoacana del panda,33.0,365.0,1.0,10.0
la michoacana diversey llc,19.0,78.0,5.0,7.0
la michoacana favorita llc,63.0,292.0,3.0,8.0
la michoacana ice cream shop 4,19.0,460.0,5.333333333333333,12.166666666666666
la michoacana in logan square,23.0,186.0,5.75,17.75
la michoacana los primos,61.0,776.0,5.0,5.75
la michoacana natural,19.0,77.0,3.0,17.0
la michoacana premium,14.0,118.0,2.6666666666666665,4.333333333333333
"la michoacana premium de chicago,llc.",33.0,4.0,4.0,5.0
la michoacana suprema,63.0,6.0,3.75,5.0
la michoacana the green party inc.,73.0,264.0,8.0,1.0
la michoacana y el surtidazo botanero,26.0,61.0,6.0,39.0
la michoacana zamorana,49.0,715.0,5.0,1.0
la michoacanna preferida,62.0,265.0,4.0,4.0
la michoakana,32.0,124.0,5.0,12.6
la mixteca poblana,32.0,203.0,13.333333333333334,10.0
la mixteca poblana 2 llc,64.0,182.0,22.5,14.0
"la morenita michoacana, inc.",60.0,773.0,2.0,1.0
la nonna,22.0,138.0,5.666666666666667,6.333333333333333
la palapa inc.,56.0,2.0,6.4,3.8
la palapita,15.0,259.0,9.0,9.5
la palma restaurant,24.0,455.0,4.166666666666667,22.0
la pane,16.0,116.0,3.0,8.0
la papa,73.0,369.0,3.0,1.0
la parada en pilsen,33.0,366.0,2.0,9.0
"la parrilla colombian steakhouse, llc",17.0,444.0,4.0,4.833333333333333
la pasadita,25.0,518.0,4.8,20.8
la pena,24.0,285.0,6.0,21.25
la pena restaurante,15.0,259.0,2.0,8.333333333333334
la perla mixteca restaurant,32.0,261.0,3.0,17.0
la perla tapatia,24.0,455.0,3.857142857142857,22.571428571428573
la petite folie,8.0,500.0,3.4,4.0
la petite pastry inc,62.0,265.0,4.0,1.6
la piramide restaurant,14.0,119.0,4.333333333333333,6.666666666666667
la piramide restaurant corporation,14.0,119.0,5.0,7.0
la placita de durango,61.0,778.0,5.666666666666667,6.333333333333333
la plena restaurant,25.0,543.0,3.4285714285714284,21.714285714285715
la puesta del sol,32.0,263.0,4.0,6.0
la pulqueria,33.0,204.0,9.0,8.0
"la quebrada #3, inc.",61.0,777.0,7.666666666666667,7.333333333333333
la quebrada #5,63.0,339.0,3.8,6.6
la quebradita,24.0,286.0,6.0,28.333333333333332
la quinta de los reyes,14.0,751.0,8.0,10.0
la quinta inn suites,38.0,92.0,1.1666666666666667,22.166666666666668
la qunita inn suites chicago lake shore,5.0,400.0,23.0,4.0
la reyna del  norte restaurant,14.0,24.0,11.0,6.0
"la rica michoacana neveria, llc",14.0,749.0,7.2,6.8
la roqueta restaurant,32.0,200.0,4.285714285714286,13.0
la roquita,19.0,303.0,4.666666666666667,13.0
"la salle cafe luna, inc.",38.0,368.0,5.5,32.0
"la sardine,  inc.",29.0,63.0,6.142857142857143,21.571428571428573
la scarola,25.0,109.0,6.666666666666667,20.333333333333332
la serena,64.0,183.0,3.25,20.75
la sierra corporation,57.0,651.0,3.0,14.0
la sirena,64.0,183.0,4.0,17.5
la sirena clandestina,29.0,63.0,9.833333333333334,19.833333333333332
la storia,37.0,310.0,2.0,22.25
la strada cafe,23.0,294.0,2.1666666666666665,12.333333333333334
la taberna on halsted,29.0,97.0,3.5,26.5
la tacorea inc.,57.0,681.0,2.25,13.5
la taquiza grill corp.,75.0,130.0,13.0,4.0
la terraza gallo,32.0,203.0,3.0,10.0
la torta chilanga,33.0,4.0,6.0,5.6
la torta chilanga #2,61.0,777.0,9.333333333333334,5.0
la tres tarascas inc,14.0,120.0,6.0,6.0
la tropicana inc,61.0,801.0,3.5,7.0
la trucha arcoiris,55.0,640.0,5.4,7.8
la villa,16.0,295.0,6.5,6.5
la villita restaurant,32.0,291.0,9.333333333333334,9.333333333333334
la vina del mar,62.0,265.0,2.142857142857143,2.4285714285714284
la viva kitchen,16.0,363.0,9.5,8.25
la'ra,64.0,319.0,6.0,27.0
"labamba jalisco, inc.",38.0,92.0,2.3333333333333335,30.0
labriola bakery cafe,37.0,159.0,9.5,29.0
lacasa del pueblo taqueria,33.0,365.0,6.333333333333333,6.0
lacoco pizza pasta,55.0,640.0,5.0,3.0
lady bug book cafe,16.0,214.0,2.0,11.0
lady gregory,76.0,564.0,7.571428571428571,8.142857142857142
lady gregory old town,37.0,290.0,2.0,37.0
lagranja restaurant inc.,19.0,460.0,5.75,14.75
lahore food grill,20.0,320.0,3.1666666666666665,9.666666666666666
lai lai restaurant,38.0,92.0,5.5,20.166666666666668
laila grand game room inc,18.0,136.0,4.0,1.6666666666666667
lake best pizzeria,28.0,50.0,12.0,15.0
lake langano ethiopian-chine,31.0,241.0,5.0,10.333333333333334
lakeshore sport fitness,58.0,724.0,8.333333333333334,14.5
lakeview subway,57.0,689.0,2.0,7.0
lalibela restaurant,76.0,538.0,1.3333333333333333,7.666666666666667
lalo  restaurant,32.0,194.0,6.5,14.0
lalo mexican and tequila bar,37.0,534.0,6.0,20.0
lalo mexican restaurant,29.0,97.0,6.571428571428571,23.142857142857142
lalo subway inc,38.0,92.0,3.6,27.6
lalos mexican restaurant,53.0,86.0,2.5555555555555554,6.444444444444445
"lamadia - art of pizza, love of wine",37.0,670.0,4.666666666666667,28.333333333333332
lana restaurant inc,66.0,434.0,3.0,16.0
land and lake kitchen,38.0,580.0,4.0,32.0
landmark century centre cinema,57.0,684.0,1.0,11.0
langosta nayarita,61.0,764.0,6.0,7.5
lans,37.0,290.0,5.0,25.8
lao beijing restaurant,35.0,3.0,6.0,3.5
lao hunan,35.0,3.0,4.333333333333333,4.666666666666667
lao hunan chinese restaurant,35.0,3.0,7.0,3.3333333333333335
lao ma la chinese restaurant,35.0,3.0,5.0,5.0
lao shanghai restaurant,35.0,3.0,5.5,4.5
lao sze chuan,37.0,626.0,6.333333333333333,23.666666666666668
lao sze chuan restaurant,35.0,3.0,6.0,4.0
lao sze chuan uptown,31.0,633.0,9.75,14.0
lao you ju chinese bar and restaurant,35.0,3.0,5.0,5.0
lao yunnan,35.0,3.0,9.666666666666666,2.6666666666666665
lao yunnan restaurant,35.0,3.0,11.0,5.0
lapaz restaurant,49.0,705.0,2.6666666666666665,5.0
lapilluelita  demicoacan,64.0,344.0,2.5,19.5
lark,57.0,730.0,4.5,22.0
larsa mediterranean restaurant,20.0,359.0,18.0,4.0
las  asadas,23.0,324.0,5.142857142857143,15.428571428571429
las 3 islas de nayarit,61.0,764.0,6.5,10.0
las asadas,54.0,563.0,3.0,3.1666666666666665
las asadas restaurant,22.0,138.0,2.5,5.25
las brisas del mar,61.0,776.0,6.8,8.8
las cazuelas grill inc.,54.0,697.0,4.0,5.25
las cuartro perlas inc,14.0,24.0,7.0,6.0
las delicias de michoacan,10.0,242.0,4.8,7.0
las delicias de michoacan inc,32.0,205.0,4.0,11.5
las delicias de morelia,19.0,305.0,2.0,14.333333333333334
las delicias de puerto rico,19.0,306.0,7.0,12.333333333333334
"las delicias latinas, inc.",14.0,257.0,4.857142857142857,5.285714285714286
las esperanzas,59.0,738.0,4.25,10.75
las fresas,10.0,49.0,5.0,8.0
las fuentes,68.0,769.0,6.5,11.833333333333334
las fuentes ice cream corp,19.0,303.0,3.1666666666666665,11.833333333333334
las gorditas del nieto de don angel inc.,63.0,317.0,1.0,4.0
las isavellas taqueria,49.0,715.0,3.0,3.0
las islas marias,39.82857142857143,275.2,7.885714285714286,14.085714285714285
las islas marias ii,23.0,548.0,7.0,14.25
las islas marias mololoa,10.0,242.0,1.0,10.0
las islas marinas,23.0,549.0,4.0,13.0
las mananitas inc,57.0,692.0,3.3333333333333335,20.833333333333332
las mojarras restaurant,49.0,528.0,4.166666666666667,2.8333333333333335
las palmas restaurant,25.0,482.0,4.5,19.25
las picosas co,63.0,6.0,4.833333333333333,4.166666666666667
las quecas,32.0,291.0,7.333333333333333,10.666666666666666
las tablas,15.0,259.0,7.625,8.25
las tablas on lincoln,57.0,679.0,5.0,15.4
las tarascas de morelia,17.0,443.0,4.0,4.0
las tres campanitas #2,32.0,771.0,3.0,11.0
las tres campanitas inc #2,32.0,771.0,3.8,11.8
lasalle cafe luna,37.0,670.0,2.5,23.0
laschet inn,46.0,613.0,6.2,4.2
last bay beer company llc,57.0,683.0,4.5,15.0
last call lounge,62.0,266.0,1.0,2.3333333333333335
last pit stop food,6.0,106.0,3.5,2.5
late bloomer,37.0,108.0,4.0,30.0
late night thai and sushi,57.0,742.0,8.0,19.5
late night thai inc.,57.0,742.0,3.0,27.0
latin american motorcycle association,23.0,550.0,1.0,13.0
latin american rest lounge,25.0,543.0,12.0,24.75
latin patio,19.0,303.0,7.857142857142857,15.571428571428571
latin rhythims academy of dance performance,29.0,63.0,2.5,28.5
latin school of chicago,37.0,100.0,4.857142857142857,23.142857142857142
latinicity,38.0,92.0,6.0,26.75
laugh factory chicago,57.0,683.0,4.0,12.5
laurassi restaurant,16.0,269.0,1.0,12.0
lavash,29.0,784.0,8.0,28.333333333333332
lavash mediterranean grill,29.0,784.0,9.5,18.0
lavazza,35.42857142857143,289.7142857142857,3.142857142857143,22.285714285714285
lavazza cafe,37.0,159.0,4.0,22.0
lavazza espression,29.0,784.0,2.0,36.5
law dawgs,32.0,205.0,10.0,12.0
lawn magic lounge,63.0,318.0,1.6666666666666667,5.666666666666667
lawrence fish shrimp,69.0,198.0,2.3333333333333335,5.0
"lawrence fisheries, inc.",35.0,3.0,1.8,3.0
lawrence hall,9.0,470.0,7.0,11.0
lawry the prime rib,37.0,626.0,7.166666666666667,34.5
layfayette,29.0,784.0,2.0,20.0
laymon bbq catering and homemade sausages,26.0,696.0,4.666666666666667,62.0
lazo tacos,23.0,324.0,9.0,13.0
"lazo tacos, inc",23.0,324.0,7.666666666666667,12.0
lazzat,46.0,613.0,6.0,4.0
lb wilson llc-la boulangerie,6.0,225.0,11.5,8.0
ld pho,14.0,118.0,3.6666666666666665,7.333333333333333
le bouchon,23.0,178.0,6.5,15.5
le cafe,6.0,665.0,6.333333333333333,5.166666666666667
le colonial,37.0,104.0,3.75,26.75
le duck,25.0,482.0,6.0,18.0
le pain quotidien,42.46153846153846,529.8461538461538,7.269230769230769,23.846153846153847
le paris bakery,55.0,640.0,5.666666666666667,6.0
le paris bakery no 2 inc,60.0,793.0,4.8,4.2
le passage,37.0,104.0,2.0,27.0
le pho,31.0,634.0,8.2,8.8
le pita,76.0,46.0,4.0,8.666666666666666
le pita fresh,76.0,46.0,5.5,6.0
leadbelly,13.5,457.25,3.25,6.25
leader bar,16.0,116.0,7.0,5.5
leah pancake house,54.0,697.0,10.0,1.0
leans nutrition club,60.0,793.0,1.0,3.0
lee garden chinese food,24.0,285.0,6.0,23.4
lee wing wah,35.0,3.0,6.666666666666667,3.3333333333333335
lee wok,45.07692307692308,629.6153846153846,5.230769230769231,26.692307692307693
left coast food + juice,57.0,679.0,8.666666666666666,14.333333333333334
left coast wells,37.0,670.0,0.0,27.0
legacy cafe and supper club,50.0,662.0,8.0,7.0
legee rice and noodles,6.0,225.0,2.5,9.5
leghorn chciken 2,37.0,670.0,8.0,19.333333333333332
leghorn chicken,25.0,541.0,4.25,19.25
lemon grass restaurant,29.0,758.0,5.714285714285714,23.142857142857142
lemon tree express,38.0,92.0,4.333333333333333,23.333333333333332
lemons enterprises inc.,67.0,475.0,3.0,20.5
lena pizza,62.0,266.0,2.0,2.5
leon bar-b-que-#4,55.0,640.0,3.0,6.4
leona pizzeria,19.333333333333332,413.4166666666667,5.083333333333333,12.75
"leona pizzeria, inc.",41.0,406.5,3.5,5.5
leona restaurant,34.22222222222222,378.77777777777777,6.0,7.444444444444445
leonardo pizza,69.0,197.0,3.0,6.0
leonardo ristorante tuscan bistro,76.0,539.0,3.6666666666666665,7.333333333333333
leonas,44.0,491.0,6.0,5.0
leonidas cafe chocolaterie,37.0,626.0,5.5,24.0
les nomades limited prtnershp,37.0,158.0,3.3333333333333335,29.666666666666668
"let get poppin, inc.",74.0,379.0,2.6666666666666665,5.0
let them eat cake,53.0,86.0,2.5,4.75
let them eat cake 2,53.0,86.0,0.5,4.75
let them eat chocolate! co.,6.0,664.0,2.0,5.0
letiza natural bakery enoteca roma,25.0,517.0,5.428571428571429,15.857142857142858
letty tacos,64.0,333.0,11.0,24.0
leung  chop suey,15.0,311.0,4.5,8.833333333333334
levy premium foodservice limited partnership,33.666666666666664,190.16666666666666,0.5,21.5
levy restaurants,57.0,691.0,1.0,13.0
levy restaurants @ lincoln park zoo,68.0,207.0,1.8,13.4
levy restaurants @lincoln park zoo park place cafe,68.0,207.0,3.0,12.2
levy restaurants at gauranteed rate field,35.0,296.0,1.7777777777777777,3.8333333333333335
levy restaurants at guaranteed rate field,35.0,296.0,4.833333333333333,3.8333333333333335
levy restaurants at united center,29.0,90.0,7.384615384615385,24.923076923076923
levy restaurants at wrigley field,57.0,691.0,2.2941176470588234,17.41176470588235
levy(events)limited partnership,37.0,670.0,4.4,24.0
lexington betty smoke house #1 inc,26.0,598.0,4.0,33.0
li hing inc.,15.0,342.0,4.6,8.6
liang kitchen,34.0,374.0,4.25,4.75
libero cafe,6.0,28.0,5.2,8.4
lickity split fc&s 2 llc,20.0,42.0,4.0,8.0
lickity split frozen custard sweets,76.0,536.0,4.5,5.25
"lido, inc.",11.0,693.0,3.6,3.6
life llc,27.0,658.0,12.0,22.0
lifeway kefir shop,37.666666666666664,278.6666666666667,2.888888888888889,29.444444444444443
light cafe inc0rporated,27.0,703.0,5.0,19.0
light house,8.0,499.0,5.0,4.0
liido grill,20.0,43.0,6.5,12.0
lil guys my pie too,23.0,178.0,3.1666666666666665,13.333333333333334
lillie park grill cafe,38.0,92.0,2.0,21.0
lillie q,26.818181818181817,595.2727272727273,3.272727272727273,20.454545454545453
lilly bell dinner,25.0,547.0,8.8,21.2
lin chinese restaurant,23.0,70.0,4.0,19.0
lina pizza inc,58.0,676.0,10.666666666666666,4.333333333333333
lincoln ave subway,46.0,623.0,3.0,7.0
lincoln avenue social,68.0,798.0,8.0,15.0
lincoln hall,68.0,769.0,4.428571428571429,12.0
lincoln karaoke,6.0,29.0,3.8333333333333335,5.5
lincoln park noodle house,68.0,743.0,1.0,16.0
lincoln park pizza,68.0,798.0,4.25,12.5
lincoln park stadium bar and grill,68.0,101.0,8.0,12.166666666666666
lincoln perk,68.0,794.0,3.0,9.0
lincoln restaurant,46.0,623.0,6.0,5.0
"lincoln square lanes, inc.",6.0,28.0,8.5,6.5
lincoln square sushi corporation,6.0,667.0,7.0,6.0
lincoln station,68.0,769.0,6.2,12.2
linda michoacana,54.0,697.0,1.0,1.0
lindo guadalajara restaurant,31.0,611.0,5.0,8.142857142857142
lindo mexico,32.0,124.0,9.0,15.666666666666666
lindo michoacan,18.5,592.75,5.875,7.25
lindy chili- gertie ice cream chili,73.0,256.0,6.6,1.4
lindy gerties on archer,56.0,719.0,5.0,3.0
lindy/chili,53.0,588.0,4.4,7.0
lindys and gerties original,56.0,719.0,3.0,4.0
linkedin corporation,29.0,786.0,5.0,22.0
linkin house,68.0,210.0,16.0,13.0
links taproom,25.0,482.0,4.6,19.0
lion den eatery,30.0,125.0,5.0,18.0
lion head pub/ the apartment,68.0,798.0,8.142857142857142,9.0
litehouse whole food grill,8.0,499.0,10.0,5.0
lito empanadas ii llc,29.0,758.0,3.0,18.0
"lito empanadas, inc.",68.0,794.0,4.333333333333333,13.333333333333334
little  caesars # 1744,53.0,589.0,4.5,6.25
little baba,64.0,383.0,2.5,16.0
little baba philly steak,39.0,246.0,5.0,24.5
little babas famous steak lemonade,45.0,486.0,10.0,20.666666666666668
little bad wolf,76.0,564.0,6.333333333333333,5.333333333333333
little beans cafe,23.0,209.0,2.0,17.0
little branch cafe,34.0,374.0,6.666666666666667,2.6666666666666665
little bucharest bistro,16.0,325.0,2.5,9.0
little caesar,22.0,425.0,3.5,5.5
little caesar enterprises,48.0,252.0,4.0,5.0
"little caesar enterprises, inc.",66.5,208.5,5.0,14.0
little caesar pizza,36.05,228.6,4.45,19.95
little caesar pizza #1643,15.0,26.0,3.0,11.25
little caesar pizza #1648,32.0,263.0,3.5,18.5
little caesar pizza #1650,58.0,59.0,6.0,8.0
little caesar pizza #1651,55.0,85.0,5.75,9.5
little caesar pizza #1715,10.0,49.0,7.75,10.25
little caesar pizza #1729,19.0,81.0,4.2,13.4
little caesar pizza treat #1605,19.0,355.0,4.0,15.333333333333334
little caesars,48.0,252.0,4.0,3.5
little caesars pizza treat #1627,6.0,666.0,7.4,5.4
little clown pizza restaurant,22.0,55.0,3.6666666666666665,7.5
little dennis,64.0,319.0,3.0,16.75
little goat diner,29.0,63.0,9.2,26.2
little greek corner inc.,29.0,784.0,3.0,26.666666666666668
little island neveria jalisco,61.0,112.0,11.0,11.0
little jim,57.0,692.0,5.0,17.5
little joe circle lounge inc,29.0,87.0,2.0,28.0
little kitchen,31.0,577.0,8.166666666666666,12.5
little lamb no. 18,35.0,3.0,3.0,4.0
little market brassiere,37.0,104.0,5.75,23.25
little mel hot dog,23.0,294.0,5.142857142857143,14.285714285714286
little pickle,23.0,74.0,12.0,24.0
