dba_name,community_areas,census_tracts,no_of_violations,crime_count
bamboo garden restaurant,57.0,731.0,3.0,19.6
bambu desserts and drinks,31.0,633.0,11.0,10.0
bamyan kabab,20.0,15.0,11.0,14.0
band of bohemia,6.0,225.0,5.0,4.0
bandera,37.0,159.0,6.0,24.0
bang bang,23.0,294.0,8.0,17.666666666666668
bang bang biscuits,6.0,106.0,7.0,8.0
bang chop,29.0,784.0,5.4,21.4
bangers lace,25.0,481.0,12.0,21.0
bangkok belly,36.0,657.0,5.571428571428571,3.4285714285714284
bangkok thai cuisine,13.0,747.0,4.6,2.4
bangkok wok,20.0,359.0,6.0,7.5
banh mi and co,46.0,647.0,6.0,2.5
banh mi ba get,44.2,346.2,8.0,16.2
banh mi co,57.0,681.8,6.2,15.8
banh mi co.,38.0,92.0,11.0,24.0
banquetes la gloria,55.0,196.0,1.0,7.333333333333333
bar bar black sheep,25.0,482.0,3.3333333333333335,20.0
bar cafe san francesco,17.0,444.0,5.5,4.666666666666667
bar cargo,37.0,670.0,16.0,45.0
bar casa blanca,25.0,522.0,4.0,21.0
bar celona,57.0,710.0,5.5,18.75
bar cocina,57.0,681.0,5.666666666666667,14.333333333333334
bar louie,30.3,352.7,6.25,21.2
bar mariscos,21.0,411.0,7.571428571428571,4.571428571428571
bar marta,25.0,543.0,2.0,23.666666666666668
bar roma,31.0,633.0,4.5,10.0
bar siena,29.0,63.0,8.0,24.75
bar takito,29.0,63.0,9.0,25.0
bar toma,37.0,104.0,4.166666666666667,24.0
bar umbriago,37.0,669.0,4.0,28.0
"barakah foods inc.,",20.0,31.0,4.0,7.0
barangaroos aussie pies,57.0,710.0,4.0,10.0
barba yianni taverna inc.,6.0,665.0,8.5,4.75
barbakan restaurant,19.0,303.0,6.5,16.333333333333332
barbara ann barbe-que inc.,67.0,497.0,7.0,20.0
barbara soul food,7.0,218.0,8.0,5.0
barbecue king restaurant,35.0,3.0,4.166666666666667,3.0
barcello pizza,16.0,328.0,3.0,9.166666666666666
bareburger,57.0,742.0,3.0,9.0
barista express,53.0,86.0,0.75,5.5
barn and company,68.0,769.0,1.0,15.0
barn company,68.0,769.0,10.0,13.333333333333334
barnes noble booksellers#2922,37.0,230.0,4.5,30.166666666666668
barnes nobles booksellers #2780,68.0,210.0,2.8,10.6
barney pizza,26.0,671.0,5.8,48.0
barney pizzeria,45.0,486.0,8.8,18.4
barraco pizza,72.5,349.25,9.0,1.5
"barraco pizza,",71.0,629.0,20.0,2.0
barrelhouse flat,68.0,795.0,7.8,11.4
barrio,37.0,670.0,9.0,30.0
barrys spot pizza,76.0,144.0,23.0,10.0
bartoli pizzeria,46.0,645.0,2.1666666666666665,4.333333333333333
bartucci,17.0,458.0,4.666666666666667,3.6666666666666665
barwaqo kabob restaurant one,20.0,43.0,7.8,10.0
bascule wine bar american bistro,29.0,758.0,7.0,27.0
baseball buffet inc,35.0,296.0,3.0,3.8333333333333335
basil leaf cafe/sage,68.0,101.0,6.333333333333333,11.333333333333334
baskin robbins,36.0,370.5,3.9,13.1
baskin robbins/ dunkin donuts,19.0,303.0,7.333333333333333,15.333333333333334
batter berries llc,68.0,795.0,13.5,11.75
baume brix,37.0,652.0,6.0,18.0
bavette,37.0,652.0,5.2,22.6
bawarchi on devon,20.0,320.0,16.0,6.0
bay leaf restaurant,16.0,326.0,3.0,7.0
bb bun mi express,57.0,169.0,5.8,12.4
bbq tips and things corp,30.0,33.0,3.0,30.0
bc irving park llc,16.0,295.0,18.0,6.0
bcq restaurant inc.,24.0,177.0,6.8,24.6
be juiced,36.0,733.0,1.0,4.0
be leaf,38.0,92.0,4.75,29.0
beacon tavern,37.0,626.0,3.0,40.0
bean leaf,38.0,580.0,0.0,21.0
beans bagel,6.0,666.0,3.5,5.5
beans bagels,6.0,470.0,3.2222222222222223,4.666666666666667
beat kitchen,46.0,647.0,5.0,3.0
beatrix,35.22222222222222,478.22222222222223,6.111111111111111,26.0
beatrix market,38.0,92.0,7.0,29.0
beaumont,68.0,744.0,5.0,12.6
bebe eatery,29.0,784.0,5.166666666666667,22.666666666666668
beck,68.0,210.0,8.0,12.0
bee and tea,25.0,482.0,6.0,16.0
beef and brandy restaurant,38.0,367.0,7.6,24.6
beef burger,16.0,363.0,4.666666666666667,7.0
beef chief,45.0,187.0,3.0,14.0
beefbelly,18.5,266.5,5.25,12.5
"beefee, inc.",26.0,673.0,8.666666666666666,42.0
beefy,53.0,589.0,6.0,5.5
beer,57.0,731.0,5.0,15.2
beezee,38.0,367.0,5.333333333333333,23.22222222222222
beezzee,57.0,681.0,6.833333333333333,15.5
beggar pizza,29.0,786.0,5.0,21.0
beggars pizza,51.90909090909091,317.90909090909093,6.2727272727272725,8.181818181818182
begin,23.0,387.0,6.0,20.0
"beijing 88, inc",59.0,123.0,2.8333333333333335,11.666666666666666
"beijo de chocolat, llc",13.0,167.0,2.6666666666666665,2.0
bel 50,37.0,670.0,1.0,23.0
bel-ami restaurant,6.0,29.0,4.833333333333333,6.166666666666667
bel-long pantry,19.0,303.0,6.0,11.0
bella  pizza,71.0,628.0,3.2,3.0
bella 'mbriana caffe,31.0,559.0,2.0,9.0
bella luna cafe,37.0,669.0,5.428571428571429,28.285714285714285
bella notte,25.0,521.0,8.5,22.666666666666668
bella pizza,25.0,520.0,7.285714285714286,19.714285714285715
"bella vita enterprises, inc.",24.0,454.0,4.75,19.0
bella vita pizzaria,28.0,50.0,3.0,17.0
bella! bacino,38.0,580.0,7.0,23.0
bellas fuentez,59.0,740.0,6.142857142857143,12.714285714285714
bellezza,17.0,444.0,2.0,5.0
bello tea,29.0,784.0,4.0,22.0
bellona pizza,16.0,56.0,2.6666666666666665,9.666666666666666
bellwether meeting house eatery,37.0,159.0,6.375,30.75
belly q/urban belly ii,29.0,63.0,4.833333333333333,28.833333333333332
belly shack ii,23.0,180.0,5.666666666666667,12.666666666666666
belly up smokehouse and saloon,38.0,368.0,6.0,16.0
belmont cafe,57.0,731.0,3.5,13.5
belmont donuts inc.,17.0,459.0,5.25,4.0
belmont snack shop,22.0,216.0,4.4,5.6
bemo,19.0,304.0,6.0,12.333333333333334
bemo original drive-in,19.0,304.0,3.5,13.5
ben  soft pretzels-french market,29.0,784.0,7.0,17.0
ben bar be cue,26.0,565.0,7.166666666666667,44.5
ben jerry ( navy pier ),37.0,534.0,0.0,26.0
ben jerry at navy pier,37.0,534.0,2.3333333333333335,30.0
ben jerry midway,53.0,86.0,4.25,5.75
ben noodles rice,76.0,145.0,5.142857142857143,7.0
benchmark bar grill,37.0,290.0,4.428571428571429,26.714285714285715
"benchmark hospitality of chicago, inc.",37.0,670.0,2.4285714285714284,29.285714285714285
benchwarmers sports bar and grill,25.0,109.0,5.5,19.5
benihana,37.0,233.0,1.0,51.0
benjyehuda,40.73913043478261,183.43478260869566,2.652173913043478,23.347826086956523
benny chophouse,37.0,626.0,3.4,26.0
benny grill corp.,33.0,365.0,4.0,6.0
benny pizza,33.0,365.0,7.375,7.5
beograd cafe and restaurant,16.0,372.0,3.3333333333333335,5.0
beograd meat market,16.0,372.0,8.2,10.0
berco popcorn llc,68.0,744.0,3.5,8.0
"bereke, inc..",6.0,106.0,8.0,6.666666666666667
berghoff,38.0,92.0,4.25,25.75
"bergstein ny delicatessen, llc",8.0,441.0,7.0,5.0
bernie,57.0,691.0,9.0,16.5
bernie lunch  supper,37.0,652.0,6.666666666666667,28.333333333333332
bernie restaurant,62.0,338.0,3.5,3.0
berrymoon,68.0,794.0,7.0,11.0
best bbq,74.0,378.0,6.666666666666667,6.5
best falafel inc.,76.0,539.0,5.5,6.0
best intentions,23.0,387.0,7.5,15.25
best sub,25.0,288.0,4.5,21.0
best sub #2,25.0,543.0,10.5,13.0
best sub incorporated,24.0,150.0,4.0,27.5
best submarine,19.0,80.0,6.25,16.25
best submarines,70.0,530.0,2.0,22.5
best subs #3 inc.,15.0,342.0,4.428571428571429,8.285714285714286
best sushi joon inc.,6.0,29.0,4.0,7.5
best taco burrito joint corp,23.0,74.0,8.166666666666666,14.833333333333334
"bethlehem pita grill, inc.",57.0,83.0,2.0,11.0
better gourmet restaurant,35.0,3.0,11.0,1.0
betty icecream,61.0,801.0,0.5,8.0
"between cafe, boutique lounge",25.0,481.0,4.5,22.0
beverly woods restaurant,74.0,379.0,6.666666666666667,4.5
beyond the ivy,57.0,691.0,2.6666666666666665,19.0
"beyond the ivy, inc.",57.0,691.0,1.5,21.5
bhgl cafe,37.0,159.0,1.0,26.0
bi bi bop,38.0,367.0,6.0,28.0
bia cafe,16.0,328.0,10.5,8.5
bibim town,76.0,160.0,13.0,8.5
bien me sabe venezuelan arepa bar,38.0,367.0,7.0,32.0
bien me sabe venezuelan cafe restaurant,57.0,651.0,8.75,11.5
bien venido a la vida,19.0,303.0,1.5,8.0
big,38.0,580.0,1.2222222222222223,21.77777777777778
big 4 chop suey,53.0,588.0,8.5,4.5
big 4 chop suey corporation,53.0,588.0,6.0,7.5
big al restaurant,61.0,777.0,6.2,3.4
"big baba steak lemonade, inc.",1.0,222.0,2.0,10.0
big bob fritzy,68.0,273.0,5.5,11.5
big bowl,37.0,419.125,4.375,22.25
big bowl/ big city chicken,37.0,534.0,2.3333333333333335,29.0
big boy gyros,46.0,646.0,2.857142857142857,4.142857142857143
big bricks,46.0,644.0,4.833333333333333,5.0
big cats cafe,68.0,207.0,1.0,12.75
"big chicks, inc.",31.0,634.0,3.0,10.166666666666666
big dolphin,26.0,597.0,4.0,55.25
big g pizza,44.27272727272727,416.45454545454544,5.545454545454546,18.0
big hill cantina,13.0,167.0,2.0,1.0
big jj fish chicken more,26.0,585.0,5.0,46.666666666666664
big jones,76.0,540.0,11.5,7.333333333333333
big little,37.0,652.0,8.5,26.333333333333332
big little restaurant,57.0,710.0,6.8,13.0
big littles restaurant,25.0,481.0,5.0,17.8
big mikes gyros,67.0,475.0,4.5,17.5
"big rays grill, inc.",59.0,123.0,3.6666666666666665,16.666666666666668
big sharks,39.0,245.0,6.0,37.0
big shoulders coffee works,25.0,522.0,4.0,21.0
big star,25.0,481.0,3.3333333333333335,16.666666666666668
big star #2,25.0,481.0,1.5,15.5
big star ii,57.0,691.0,20.0,9.0
big star to-go,25.0,481.0,2.0,19.25
big tony,26.0,618.0,4.857142857142857,44.142857142857146
big tonys pizza,23.0,70.0,4.4,14.4
big tonys pizza 2,60.0,774.0,2.0,3.1666666666666665
"big tonys, inc",23.0,70.0,16.0,19.0
big top restaurant,11.0,779.0,8.0,3.6
big wig,37.0,670.0,2.5,31.5
big-red-yo-joe,17.0,396.0,4.0,2.0
bijan bistro,37.0,626.0,10.0,31.833333333333332
bije,17.0,392.0,5.6,4.0
bill place restuarant,24.0,99.0,3.857142857142857,22.857142857142858
billings cafe,8.0,154.0,4.5,2.0
billy goat,37.0,652.0,2.8,22.6
"billy goat iv, inc.",53.0,86.0,0.0,8.0
billy goat tavern,38.0,92.0,2.6,24.2
billy goat tavern grill,37.46153846153846,604.7692307692307,2.6923076923076925,28.307692307692307
billy grill,69.0,198.0,2.8333333333333335,7.0
billy gyros,67.0,497.0,7.2,18.0
billy prime fish hoagy,70.0,487.0,4.0,23.0
billy sunday,23.0,549.0,3.4,13.2
billys goat,29.0,91.0,6.333333333333333,24.11111111111111
bin 36,37.0,669.0,12.666666666666666,22.333333333333332
bin 36 restaurant,29.0,784.0,10.666666666666666,26.0
bin 5700,53.0,86.0,1.0,11.0
bina cafe,20.0,42.0,6.25,8.0
binny,29.0,97.0,3.5,20.0
binny beverage depot,37.0,652.0,2.0,21.0
bio cafe,8.0,154.0,1.5,4.5
"biograph diner,inc",68.0,769.0,17.5,11.0
birchwood kitchen,25.0,516.0,10.333333333333334,20.0
bird nest,68.0,770.0,5.5,7.75
birreria la barca jal,32.0,205.0,5.0,12.0
birrieria aguascalientes,15.0,342.0,8.0,11.0
birrieria aguscalientes,19.0,307.0,10.333333333333334,12.0
birrieria de la torre,63.0,318.0,3.25,5.0
birrieria de la torre mexican restaurant,63.0,318.0,5.5,6.0
"birrieria el viejo,inc.",61.0,778.0,7.0,5.0
birrieria estilo jalisco,23.0,323.0,3.3333333333333335,12.666666666666666
birrieria estilo jalisco inc.,23.0,323.0,3.6666666666666665,10.333333333333334
birrieria jalisco,55.0,687.0,6.5,7.5
birrieria la barca,32.0,194.0,3.0,13.0
birrieria la tapatia de ocotlan,32.0,203.0,3.1666666666666665,14.333333333333334
birrieria lopez #1,64.0,111.0,3.0,28.0
birrieria ocotlan,42.0,509.0,5.333333333333333,15.333333333333334
birrieria ocotlan inc,49.0,715.0,2.5714285714285716,3.2857142857142856
birrieria patino ocotlan,32.0,227.0,4.0,15.0
birrieria reyes de ocotlan,33.0,365.0,6.714285714285714,6.714285714285714
birrieria y carnitas el gallito,10.0,49.0,5.5,10.5
birrieria y taqueria arandas,59.0,706.0,4.5,11.5
birrieria y taqueria el arandas,59.0,788.0,6.0,14.0
birrieria y taqueria el chivo feliz inc.,33.0,4.0,6.5,11.5
birrieria y taqueria lopez,64.0,111.0,2.25,21.25
birrieria y taqueriz lopez #2,69.0,198.0,1.0,8.0
"bismilahi restaurant, inc",37.0,148.0,8.666666666666666,25.666666666666668
bismillah restaurant,20.0,41.0,13.0,7.0
bistro 151/bar at 151,38.0,580.0,3.0,23.166666666666668
bistro 180,33.0,343.0,4.2,6.6
bistro 6050,15.0,131.0,3.0,9.0
bistro campagne,6.0,667.0,6.5,6.5
bistro dre llc,57.0,679.0,3.3333333333333335,15.0
bistro grand,26.0,598.0,4.0,46.666666666666664
bistro margot,37.0,290.0,4.0,23.25
bistro pacific restaurant,37.0,158.0,13.0,26.0
bistro voltaire,37.0,652.0,4.0,32.8
bistronomic,37.0,104.0,5.0,27.714285714285715
bistrot margot,37.0,290.0,1.5,23.5
bistrot zinc,37.0,105.0,4.0,28.142857142857142
bite,25.0,541.0,7.666666666666667,17.0
bites asian tapas sushi,57.0,731.0,6.666666666666667,13.5
bitoy sweet treats inc,26.0,672.0,2.0,33.0
bj market bakery,61.333333333333336,488.0,6.5,14.416666666666666
black beetle bar grill,25.0,542.0,4.6,23.2
black bull/bordel,25.0,518.0,6.2,21.2
black dog gelato,25.0,462.0,2.0,18.5
black dog gelato llc,29.0,784.0,2.0,27.0
"black dog gelato, llc",46.0,649.0,3.2,5.8
black iron tavern,25.0,109.0,8.5,27.0
black pearlcafe,5.0,395.0,1.0,5.0
black rock pub,46.0,613.0,6.0,2.6666666666666665
black sheep,20.0,15.0,4.375,10.25
blackbird,29.0,784.0,6.6,25.0
blackfinn ameripub,37.0,670.0,5.666666666666667,25.666666666666668
blackie,38.0,12.0,5.25,24.25
blackstone hotel,38.0,368.0,8.666666666666666,21.333333333333332
blackwood bbq,36.68421052631579,492.0,2.8947368421052633,23.63157894736842
blanca e gutierrez,32.0,771.0,5.0,19.0
blanco negro restaurant,32.0,194.0,5.0,14.666666666666666
blaze il store 1 llc.,57.0,681.0,1.75,13.25
blaze n grill,36.0,657.0,8.0,3.5
blaze n grill corp.,36.0,657.0,5.25,2.5
blaze pizza,25.666666666666668,514.3333333333334,3.9166666666666665,22.25
blended bean cafe,37.0,626.0,2.5,31.0
blind barber,29.0,63.0,5.0,31.0
"block 37 cta donuts inc.,",38.0,92.0,2.3333333333333335,31.666666666666668
blokes birds,57.0,731.0,4.0,14.0
bloomingdale dept. store,37.0,104.0,5.714285714285714,24.714285714285715
blowfish contemporary sushi,76.0,145.0,6.25,6.25
blu 57 seafood small plates,76.0,539.0,3.5,4.0
blue  willow,23.0,240.0,7.833333333333333,13.666666666666666
blue agave,37.0,230.0,7.166666666666667,26.666666666666668
blue agave tequila bar restaurant,29.0,784.0,3.0,21.8
blue bayou,57.0,724.0,4.0,13.0
blue bird bowl,69.0,198.0,3.6666666666666665,10.666666666666666
blue condors pleasure club,61.0,778.0,6.0,4.0
blue door farm stand,68.0,552.0,5.666666666666667,12.0
blue door farm stand too,68.0,273.0,7.5,10.0
blue fin japanese restaurant,25.0,438.0,4.0,21.5
blue frog,37.0,670.0,4.5,26.5
blue frog bar grill,37.0,626.0,5.4,26.6
blue frog thai,58.0,723.0,6.0,4.5
blue line,25.0,481.0,5.8,23.4
blue sky bakery cafe,46.0,644.0,3.5,3.375
blue soul restaurant,74.0,663.0,10.5,4.0
blue sprout,23.0,294.0,5.0,13.0
blue star bistro wine bar,25.0,109.0,4.0,19.0
bluebird,57.0,684.0,3.5,16.5
bluelight,46.0,615.0,5.5,1.0
bluestem restaurant,46.0,644.0,7.0,2.0
blvd chicago,29.0,63.0,0.0,24.0
bnl pizza poke,57.0,681.0,5.0,11.0
boar head cafe,38.0,92.0,2.0,33.5
boarding house,37.0,652.0,5.4,26.2
boat drinks,34.0,374.0,3.5,6.0
bob el stop,57.0,681.0,12.0,17.0
bob san sushi bar,25.0,462.0,5.5,21.75
bob-o hot dogs,17.0,445.0,3.6,2.8
bob-o-rino,15.0,361.0,3.2222222222222223,8.88888888888889
bobtail soda fountain,57.0,102.0,4.75,12.5
boby g,19.0,57.0,3.2,17.2
bocadillos cafe inc,37.0,148.0,3.5,21.0
bodega sur,57.0,728.0,5.0,25.0
bodega to go,38.0,92.0,2.5,28.5
bodhi,33.0,249.0,4.333333333333333,7.333333333333333
bodi,37.0,652.0,2.75,29.5
boem,14.0,117.0,4.333333333333333,8.0
bohica bar and grill,53.0,173.0,2.4,6.6
bohica restaurant,53.0,173.0,2.0,3.0
boho bohemian house,37.0,669.0,6.0,34.0
bojono pizzeria/healthy kids kitchen,31.0,636.0,4.0,9.666666666666666
bojonos,31.0,636.0,5.666666666666667,9.333333333333334
boka,68.0,273.0,8.285714285714286,11.0
bolat african cuisine,57.0,731.0,4.5,16.25
bombacigno,29.0,786.0,6.571428571428571,23.142857142857142
bombay bliss,57.0,682.0,6.0,20.0
bombay spice grill,37.0,159.0,1.0,15.0
bombay wraps,37.583333333333336,119.91666666666667,2.1666666666666665,22.916666666666668
bombon cafe,29.0,90.0,3.5,23.0
bombon cake gallery and design,29.0,90.0,4.6,24.6
bon appetit management co,38.0,367.0,4.142857142857143,30.285714285714285
bon bon sandwiches,25.0,516.0,7.4,21.0
bon manger catering and events,74.0,378.0,3.4,7.0
bon-ton family dining,45.0,237.0,9.333333333333334,25.0
bonanza foods,55.0,639.0,5.0,4.0
bonchon,35.0,3.0,11.0,2.0
bonci,29.0,63.0,3.0,22.0
bonfire grill,67.0,515.0,6.0,16.25
bongiorno italian deli pizzeria,37.0,626.0,4.833333333333333,28.5
bongo room,31.0,610.0,9.25,10.125
bonivino inc,38.0,92.0,9.5,21.0
bonjour cafe,38.0,92.0,2.0,17.0
bonne sante health foods inc.,8.0,500.0,5.0,5.0
bonnie,32.0,227.0,5.0,10.8
bonsai cafe lounge,57.0,692.0,5.0,17.0
bonsoiree,23.0,294.0,4.333333333333333,17.333333333333332
booil restaurant,13.0,799.0,3.3333333333333335,3.0
booill galbi,13.0,799.0,6.666666666666667,4.333333333333333
books a million,38.0,92.0,1.75,21.0
boom fried rice,27.0,675.0,4.6,13.0
"boonlucksa, inc.",57.0,742.0,4.5,13.0
bopngrill,22.818181818181817,219.9090909090909,4.818181818181818,11.818181818181818
border taco,25.0,542.0,7.0,24.0
borinquen restaurant,19.0,303.0,6.5,20.5
borinquen restaurant #2,19.0,82.0,5.5,17.0
boss bar,37.0,670.0,4.5,26.0
boston bar b-q,25.0,544.0,5.666666666666667,20.166666666666668
boston blackies of riverside,29.0,786.0,4.166666666666667,27.0
boston jerk restaurant,39.0,417.0,5.0,28.0
boston market #2520,57.0,711.0,5.166666666666667,13.833333333333334
boston market #300,37.0,290.0,2.5,25.5
boston market #825,8.0,500.0,6.0,6.2
bottled blonde,37.0,652.0,11.0,23.0
"bottled blonde chicago, llc",37.0,652.0,4.0,39.0
bottlefork,37.0,670.0,6.75,28.25
bottom lounge,29.0,63.0,6.4,28.4
boulevard deli liquor,25.0,300.0,9.4,21.0
boulevard sports lounge,25.0,288.0,1.5,28.0
bounce sporting club chicago,37.0,652.0,5.0,40.0
bounmy grill,57.0,730.0,5.0,18.0
bountiful eatery inc.,57.0,730.0,6.0,20.0
bourbon cafe',6.0,665.0,6.6,4.6
bourbon on division,25.0,481.0,4.0,18.0
"bourgeois pig ! coffee, tea spices co.",68.0,794.0,8.125,12.625
bourgeois pig: the cafe,68.0,794.0,5.5,12.666666666666666
boustan,23.0,549.0,6.0,19.0
boutique bites,11.0,701.0,1.5,2.5
bouzouki lounge,29.0,91.0,4.333333333333333,23.666666666666668
bow  truss,38.0,92.0,1.0,22.0
bow stern oyster bar,25.0,521.0,3.0,33.0
bow truss,57.0,684.0,7.0,15.5
bow truss coffee,37.0,652.0,5.0,27.0
bow truss coffee roasters,37.333333333333336,433.3333333333333,3.0,7.333333333333333
bow truss logan,23.0,549.0,4.0,18.0
bow truss michigan,38.0,367.0,2.0,23.0
bowl square,29.0,784.0,1.0,31.0
bowls bao,38.0,92.0,8.0,23.0
bowmans,46.0,623.0,3.0,3.5
boya food trading,58.0,688.0,5.0,8.0
bp,33.0,126.0,5.833333333333333,7.0
bq afroroot cuisine,31.0,241.0,8.5,9.5
"braciole station, llc",46.0,623.0,1.0,3.0
bracket room,29.0,97.0,11.0,25.0
brain food court,8.0,502.0,4.333333333333333,8.666666666666666
brand bbq market,23.0,322.0,7.0,22.0
brando,38.0,92.0,2.6666666666666665,18.666666666666668
brandy,11.0,701.0,5.2,3.0
brandy restaurant,36.0,733.0,11.142857142857142,3.7142857142857144
branko restaurant,68.0,795.0,4.571428571428571,11.142857142857142
brasa roja restaurant,15.555555555555555,313.22222222222223,6.444444444444445,8.0
braseritos norte restaurant,19.0,57.0,5.0,24.0
brasil legal,23.0,324.0,5.666666666666667,12.833333333333334
brass monkey brasserie,25.0,522.0,1.5,20.5
brasserie by lm,38.0,368.0,5.333333333333333,24.0
brazilian bowl fresh grill,14.0,750.0,12.0,5.5
bread basket,19.0,460.0,7.125,15.125
bread wine,16.0,364.0,2.4,6.0
breakfast house restaurant inc.,25.0,519.0,4.888888888888889,17.444444444444443
breakroom brewery,16.0,214.0,1.0,4.0
"breakthrough, the bridge cafe",28.0,176.0,1.5,19.5
bree thai rice noodle,53.0,587.0,3.6666666666666665,5.833333333333333
brehon pub,37.0,670.0,6.4,26.8
brett kitchen inc.,37.0,652.0,3.3333333333333335,22.0
brew brew coffee and tea,33.0,343.0,5.0,8.0
brew brew coffee lounge,22.0,71.0,3.3333333333333335,6.333333333333333
brian juice bar deli.,38.0,580.0,4.0,21.0
brianna restaurant,6.0,54.0,5.666666666666667,3.0
briciola,25.0,462.0,3.25,22.75
brick house bar and grill,16.0,116.0,6.166666666666667,9.0
brickhouse tavern,57.0,691.0,22.0,13.0
bricks,68.0,271.0,3.5,11.5
bricks sports bar grill,27.0,732.0,1.6,18.6
bridge house tavern on the river,37.0,670.0,10.4,26.4
bridgeport bakery,58.0,723.0,5.6,3.8
bridgeport cofee,38.0,12.0,5.0,27.75
bridgeport coffee,71.0,627.0,2.0,10.0
bridgeport coffee house inc,58.0,676.0,4.75,6.25
bridgeport coffee hyde park,5.0,400.0,5.75,2.5
bridgeport family restaurant,58.0,172.0,6.166666666666667,2.6666666666666665
"bridgeport pasty, llc",58.0,676.0,0.0,2.5
bridget mcneill,57.0,535.0,2.0,14.75
brightwok kitchen,38.0,367.0,2.75,25.25
brindille,37.0,670.0,3.1666666666666665,24.666666666666668
brinks cafe,37.0,159.0,2.0,26.0
bristol lounge/john liquor and deli,22.0,215.0,6.0,4.5
brix catering events,46.0,614.0,4.0,5.0
bro-n-laws,24.0,303.0,4.0,29.5
bro-n-laws bar-b-q llc,24.0,456.0,5.666666666666667,21.333333333333332
broadway cellars,76.0,539.0,5.166666666666667,6.5
broadway entertainment inc,57.0,83.0,2.0,10.0
"broadway grill, inc.",31.0,633.0,5.285714285714286,9.285714285714286
broasted chicken royale,15.0,94.0,3.8,13.0
brobagel,25.0,482.0,6.25,14.25
broken barrel,68.0,770.0,6.0,7.0
broken english taco pub,38.0,580.0,5.0,22.0
broken english taco pub - lincoln park,68.0,769.0,16.0,16.0
bronzeville jerk shack,4.0,449.0,4.0,11.0
brookdale lake shore drive,57.0,103.0,5.0,14.0
brother grill,22.0,138.0,4.0,8.0
brother submarine inc,66.0,434.0,22.0,19.0
brother tim vegetarian fast food,44.0,473.0,2.0,5.0
brothers   restaurant,22.0,425.0,3.2857142857142856,6.428571428571429
brothers beef,68.0,273.0,5.5,11.166666666666666
brothers coffee shop inc,14.0,118.0,2.0,9.0
brown bag seafood co,38.0,92.0,2.6666666666666665,20.666666666666668
brown bag seafood co.,50.333333333333336,712.0,4.666666666666667,18.666666666666668
brown bag seafood company,38.0,580.0,2.4,26.6
brown cafe chicago,29.0,97.0,5.0,21.0
brown chicken,38.0,580.0,8.0,29.0
brown chicken llc,15.0,94.0,7.5,14.5
brown chicken pasta,42.42857142857143,524.7142857142857,5.0,5.571428571428571
